City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,saint george,37.1041,-113.5841,5.14,62,0,0.0,US,1675442235
280,ulladulla,-35.35,150.4667,14.84,50,2,3.75,AU,1675442236
281,gusau,12.1628,6.6614,33.76,10,71,4.25,NG,1675442237
282,bagdarin,54.4333,113.6,-23.41,93,94,1.85,RU,1675442237
283,isangel,-19.55,169.2667,27.67,84,95,5.29,VU,1675442238
284,burns lake,54.2331,-125.7533,-2.32,97,100,1.16,CA,1675442239
285,dingle,10.9995,122.6711,23.52,92,64,3.86,PH,1675442239
286,constitucion,-35.3333,-72.4167,22.09,63,5,4.09,CL,1675442240
287,san cristobal,7.7669,-72.225,24.1,30,23,2.71,VE,1675442241
288,buchanan,5.8808,-10.0467,28.36,71,39,5.05,LR,1675442241
289,kijini,-5.85,39.3167,29.85,81,78,5.38,TZ,1675442242
290,turayf,31.6725,38.6637,9.14,46,20,3.09,SA,1675442242
291,bandarbeyla,9.4942,50.8122,24.13,67,3,8.24,SO,1675442243
292,rafaela,-31.2503,-61.4867,31.11,38,0,6.76,AR,1675442243
293,brodokalmak,55.5748,62.082,-12.5,88,56,2.84,RU,1675442009
294,oromocto,45.8351,-66.4792,-14.92,39,20,9.77,CA,1675441978
295,sao gabriel da cachoeira,-0.1303,-67.0892,27.89,78,75,1.54,BR,1675442244
296,karratha,-20.7377,116.8463,29.71,63,48,3.92,AU,1675442245
297,ostrovnoy,68.0531,39.5131,-12.17,93,99,3.64,RU,1675442245
298,manta,-0.95,-80.7333,24.88,88,100,1.54,EC,1675442246
299,siavonga,-16.5382,28.7088,26.02,79,98,2.45,ZM,1675442247
300,pangnirtung,66.1451,-65.7125,-35.0,75,75,1.54,CA,1675442247
301,hearst,49.6835,-83.6665,-29.86,83,100,5.5,CA,1675442248
302,necochea,-38.5473,-58.7368,23.51,48,5,6.36,AR,1675442249
303,jennings,38.7192,-90.2604,-5.48,49,40,4.12,US,1675442250
304,guerrero negro,27.9769,-114.0611,17.38,43,46,2.12,MX,1675442251
305,arenapolis,-14.4503,-56.8461,32.33,52,93,1.76,BR,1675442199
306,ciocile,44.8167,27.2333,2.46,76,54,2.29,RO,1675442251
307,airai,-8.9266,125.4092,15.37,96,100,1.48,TL,1675442252
308,chake chake,-5.2459,39.7666,26.8,80,67,4.5,TZ,1675442252
309,kargopol,61.5071,38.9456,-5.09,97,100,1.79,RU,1675442253
310,flinders,-34.5833,150.8552,17.88,56,14,2.24,AU,1675442253
311,nueva guinea,11.6876,-84.4562,23.6,84,95,5.51,NI,1675442254
312,lazaro cardenas,17.9583,-102.2,29.68,34,2,2.0,MX,1675442039
313,ayan,56.45,138.1667,-24.12,86,30,2.69,RU,1675442254
314,pasni,25.2631,63.471,21.15,78,0,6.14,PK,1675442255
315,khuzhir,53.1939,107.3397,-11.46,89,94,2.86,RU,1675442255
316,aripuana,-9.1667,-60.6333,27.54,86,65,1.32,BR,1675442256
317,zapolyarnyy,69.4154,30.8136,-22.4,100,98,2.28,RU,1675442256
318,saint-pierre,-21.3393,55.4781,25.82,78,100,10.29,RE,1675442257
319,fond du lac,43.775,-88.4388,-16.43,55,0,3.6,US,1675442132
320,salamiyah,35.0113,37.0532,8.39,68,71,3.65,SY,1675442257
321,minas,-34.3759,-55.2377,22.37,72,84,9.82,UY,1675442258
322,garmsar,35.2182,52.3409,5.91,37,0,4.21,IR,1675442259
323,fare,-16.7,-151.0167,27.48,76,4,6.98,PF,1675442261
324,hoa binh,20.8133,105.3383,20.18,97,100,0.88,VN,1675442261
325,iskateley,67.6803,53.1512,-12.74,95,66,5.27,RU,1675442263
326,beloha,-25.1667,45.05,23.26,85,73,6.38,MG,1675442264
327,mina,26.0011,-100.5299,12.9,52,81,1.51,MX,1675442264
328,puerto montt,-41.4698,-72.9447,21.46,60,0,8.23,CL,1675442265
329,chiredzi,-21.05,31.6667,30.1,42,98,4.06,ZW,1675442266
330,aviles,43.5547,-5.9248,12.99,73,0,4.12,ES,1675442266
331,gashua,12.871,11.0482,30.02,14,52,4.57,NG,1675442267
332,desa,43.8667,23.0333,4.53,60,73,4.84,RO,1675442267
333,farafangana,-22.8167,47.8333,23.95,89,45,3.64,MG,1675442268
334,hualmay,-11.0964,-77.6139,24.6,73,100,4.27,PE,1675442268
335,sumbe,-11.2061,13.8437,26.87,74,88,5.24,AO,1675442269
336,mackay,-21.15,149.2,26.49,83,100,2.12,AU,1675442270
337,muisne,0.6,-80.0333,26.17,82,98,3.62,EC,1675442270
338,dongsheng,39.8161,109.9776,-7.83,39,0,1.9,CN,1675442271
339,gaogou,34.0175,119.1886,1.65,58,1,1.52,CN,1675442271
340,siilinjarvi,63.0833,27.6667,-5.99,86,100,2.57,FI,1675442272
341,ambilobe,-13.2,49.05,24.81,88,12,0.48,MG,1675442272
342,muros,42.7762,-9.0603,15.05,76,0,2.94,ES,1675442273
343,xining,36.6167,101.7667,-4.0,46,0,0.65,CN,1675442273
344,nueva gorgona,8.55,-79.8667,32.34,99,23,4.12,PA,1675442274
345,daru,-9.0763,143.2092,25.46,90,100,4.18,PG,1675442274
346,sobolevo,54.4299,31.8996,-4.58,95,99,3.21,RU,1675442275
347,arlit,18.7369,7.3853,30.66,12,50,3.97,NE,1675442275
348,grindavik,63.8424,-22.4338,8.26,93,100,19.55,IS,1675442276
349,saint-joseph,-21.3667,55.6167,25.21,86,90,6.8,RE,1675442276
350,kapustin yar,48.5831,45.7372,-4.16,96,100,1.84,RU,1675442277
351,aksu,41.1231,80.2644,-7.34,88,14,1.58,CN,1675442277
352,caravelas,-17.7125,-39.2481,30.37,54,11,5.41,BR,1675442278
353,gat,31.61,34.7642,13.38,100,52,1.21,IL,1675442278
354,vangaindrano,-23.35,47.6,23.05,92,55,2.04,MG,1675442279
355,carnot,4.9409,15.8665,31.39,22,95,0.53,CF,1675442279
356,thinadhoo,0.5333,72.9333,27.35,70,22,7.35,MV,1675442280
357,kavaratti,10.5669,72.642,27.27,65,50,1.27,IN,1675442281
358,kargasok,59.0556,80.8572,-13.29,98,100,0.68,RU,1675442281
359,sanmenxia,34.7747,111.1814,4.14,39,66,1.04,CN,1675442282
360,brae,60.3964,-1.353,5.01,75,100,2.55,GB,1675442282
361,ampanihy,-24.7,44.75,24.96,76,60,3.56,MG,1675442283
362,peto,20.1333,-88.9167,30.42,44,6,1.84,MX,1675442284
363,beidao,34.5686,105.8933,4.4,46,99,1.17,CN,1675442285
364,linhares,-19.3911,-40.0722,32.35,44,12,2.37,BR,1675442286
365,bandarban,22.1965,92.2262,14.34,57,13,1.07,BD,1675442287
366,faya,18.3851,42.4509,15.06,63,10,2.22,SA,1675442288
367,ponta do sol,32.6667,-17.1,18.35,50,64,3.5,PT,1675442288
368,saint-georges,12.0564,-61.7485,27.82,69,20,11.32,GD,1675442289
369,paamiut,61.994,-49.6678,-12.89,79,98,5.6,GL,1675442290
370,zhigansk,66.7697,123.3711,-31.92,98,100,3.33,RU,1675442291
371,eyl,7.9803,49.8164,24.0,70,7,8.87,SO,1675442291
372,terra boa,-23.7681,-52.4442,21.88,95,100,6.28,BR,1675442292
373,fortuna,40.5982,-124.1573,9.81,88,100,7.72,US,1675442292
374,rio grande,-32.035,-52.0986,28.06,74,46,4.4,BR,1675442293
375,hede,33.7681,120.2517,0.69,70,0,2.19,CN,1675442293
376,urumqi,43.801,87.6005,-10.47,79,100,1.0,CN,1675442294
377,henties bay,-22.116,14.2845,18.58,81,52,3.9,NA,1675442294
378,lagoa,39.05,-27.9833,15.48,79,77,5.51,PT,1675442295
379,iwanai,42.9744,140.5089,-4.78,82,100,3.56,JP,1675442295
380,lloret de mar,41.6999,2.8457,14.39,56,0,1.51,ES,1675442296
381,dhidhdhoo,6.8833,73.1,25.34,81,100,2.38,MV,1675442297
382,san quintin,30.4833,-115.95,16.21,43,100,2.49,MX,1675442297
383,saint-louis,16.3333,-15.0,31.8,7,85,3.35,SN,1675442298
384,lermontovka,47.1453,134.3383,-24.04,99,47,1.78,RU,1675442298
385,sydney,-33.8679,151.2073,20.61,46,75,7.72,AU,1675441560
386,acapulco,16.8634,-99.8901,27.9,47,0,2.06,MX,1675442226
387,buraydah,26.326,43.975,14.25,34,0,3.29,SA,1675442076
388,howard springs,-12.497,131.047,24.43,94,82,3.08,AU,1675442300
389,masalli,34.7959,126.6553,-3.18,71,5,3.16,KR,1675442300
390,tadine,-21.55,167.8833,26.44,83,44,6.13,NC,1675442300
391,valpacos,41.6075,-7.3109,9.54,55,0,0.21,PT,1675442301
392,lincoln,40.8,-96.667,-9.35,79,0,5.14,US,1675442006
393,wilkie,52.4168,-108.7014,-20.79,91,97,3.15,CA,1675442302
394,brokopondo,4.75,-55.1667,27.01,74,44,3.44,SR,1675442302
395,bonaventure,48.0457,-65.4926,-18.68,55,63,8.23,CA,1675442303
396,san juan,-31.5375,-68.5364,30.35,29,17,7.35,AR,1675442195
397,kieta,-6.2167,155.6333,26.16,84,91,1.86,PG,1675442303
398,zhaodong,46.0833,125.9833,-21.82,98,66,1.96,CN,1675442304
399,tondano,1.3038,124.9112,20.05,93,96,0.32,ID,1675442306
400,tonosho,34.4833,134.1833,2.89,62,6,1.88,JP,1675442307
401,primero de marzo,-25.153,-56.928,35.07,33,100,2.85,PY,1675442307
402,oster,50.9506,30.8823,-1.46,97,100,3.65,UA,1675442308
403,bria,6.5423,21.9863,29.8,14,14,2.01,CF,1675442308
404,harper,4.375,-7.7169,28.74,71,31,3.0,LR,1675442309
405,kismayo,-0.3582,42.5454,25.2,83,84,6.35,SO,1675442309
406,pandan,14.0453,124.1694,25.17,82,95,7.13,PH,1675442310
407,caxito,-8.5785,13.6643,29.18,67,47,4.01,AO,1675442311
408,ekhabi,53.5102,142.9671,-27.6,97,71,4.61,RU,1675442311
409,arawa,-6.2132,155.5367,25.02,91,94,0.83,PG,1675442312
410,belebey,54.1167,54.1167,-12.34,83,100,2.71,RU,1675442313
411,tezu,27.9167,96.1667,17.54,23,4,2.12,IN,1675442313
412,ngunguru,-35.6167,174.5,19.99,93,96,3.11,NZ,1675442314
413,hoopstad,-27.8327,25.9083,27.11,33,76,1.45,ZA,1675442314
414,saldanha,-33.0117,17.9442,25.03,79,7,10.98,ZA,1675442315
415,rabo de peixe,37.8,-25.5833,16.73,82,20,5.14,PT,1675442315
416,kindu,-2.95,25.95,25.92,71,46,0.81,CD,1675442316
417,college,64.8569,-147.8028,-14.03,85,100,0.0,US,1675442276
418,sire,12.9299,5.2043,33.77,11,50,2.67,NG,1675442316
419,borzya,50.3833,116.5167,-27.75,100,91,0.53,RU,1675442317
420,hovd,48.0056,91.6419,-16.77,88,100,0.21,MN,1675442317
421,bontang,0.1333,117.5,24.76,90,90,2.61,ID,1675442318
422,ahlat,38.7518,42.4814,-10.76,91,14,2.34,TR,1675442318
423,povenets,62.8487,34.8262,-10.75,96,100,2.28,RU,1675442319
424,yaguajay,22.3272,-79.2378,28.27,50,2,2.99,CU,1675442319
425,kisangani,0.5167,25.2,27.03,52,51,1.38,CD,1675442320
426,nuuk,64.1835,-51.7216,-10.66,67,75,3.6,GL,1675442052
427,morro bay,35.3658,-120.8499,12.73,58,88,1.43,US,1675442320
428,margate,51.3813,1.3862,12.17,77,37,2.24,GB,1675442321
429,zhangye,38.9342,100.4517,-2.91,39,45,1.08,CN,1675442322
430,la tuque,47.4334,-72.7824,-30.86,51,100,6.69,CA,1675442229
431,inirida,3.8653,-67.9239,26.91,63,89,1.49,CO,1675442323
432,jinchang,38.4953,102.1739,-2.43,36,49,2.1,CN,1675442323
433,malaya vishera,58.8454,32.2222,-5.86,97,100,2.17,RU,1675442324
434,saint anthony,45.0205,-93.218,-19.97,63,100,2.57,US,1675442324
435,mindelo,16.8901,-24.9804,24.75,53,75,12.35,CV,1675442325
436,la rinconada,37.4873,-5.9826,20.1,26,0,0.51,ES,1675442325
437,luderitz,-26.6481,15.1594,21.06,65,38,10.76,NA,1675442326
438,cabedelo,-6.9811,-34.8339,31.37,63,48,6.55,BR,1675442326
439,oxford,51.7522,-1.256,11.38,82,75,3.09,GB,1675442267
440,richards bay,-28.783,32.0377,23.74,89,75,1.81,ZA,1675442327
441,nanortalik,60.1432,-45.2371,-8.03,69,99,16.69,GL,1675442327
442,oktyabrskoye,43.0645,44.7417,-2.92,100,75,3.0,RU,1675442329
443,severnyy,50.677,36.5532,0.02,93,100,2.0,RU,1675442330
444,guanica,17.9716,-66.908,30.02,62,3,7.74,PR,1675442330
445,vyatskiye polyany,56.226,51.0656,-6.45,95,100,3.46,RU,1675442331
446,portage lakes,41.0073,-81.5271,-9.38,62,100,7.72,US,1675442332
447,lopatinskiy,55.3406,38.7256,-0.08,97,100,4.43,RU,1675442332
448,tanabi,-20.6264,-49.6492,30.12,71,99,3.39,BR,1675442332
449,iqaluit,63.7506,-68.5145,-35.15,59,40,6.17,CA,1675442333
450,tigil,57.8,158.6667,-28.12,100,50,1.0,RU,1675442333
451,campeche,19.0,-90.5,27.98,62,11,1.92,MX,1675442194
452,marzuq,14.4,46.4667,20.97,41,38,1.29,YE,1675442334
453,sao geraldo do araguaia,-6.4006,-48.555,28.75,73,100,0.36,BR,1675442335
454,riyadh,24.6877,46.7219,15.08,43,0,3.65,SA,1675442226
455,makakilo city,21.3469,-158.0858,21.18,84,100,2.06,US,1675442259
456,klaksvik,62.2266,-6.589,5.51,97,100,14.34,FO,1675442336
457,sierra vista,31.5545,-110.3037,12.51,32,100,7.72,US,1675442124
458,beruwala,6.4788,79.9828,24.37,92,94,2.46,LK,1675442336
459,collie,-33.3667,116.15,18.3,59,79,4.37,AU,1675442144
460,launceston,-41.45,147.1667,11.2,79,100,2.57,AU,1675442337
461,huehuetan,15.0167,-92.3667,29.23,32,8,3.39,MX,1675442338
462,tommot,58.9564,126.2925,-16.88,97,100,1.45,RU,1675442338
463,baruun-urt,46.6806,113.2792,-18.57,84,12,3.34,MN,1675442339
464,sterlibashevo,53.4376,55.2578,-14.11,85,94,1.95,RU,1675442340
465,severo-kurilsk,50.6789,156.125,-2.73,74,100,5.04,RU,1675442340
466,diffa,13.3154,12.6113,27.42,13,81,3.86,NE,1675442341
467,cap-aux-meules,47.3821,-61.8597,-5.97,93,100,13.89,CA,1675442341
468,mana,5.6592,-53.7767,27.14,75,47,5.5,GF,1675442342
469,podgorica,42.4411,19.2636,10.72,36,0,1.03,ME,1675442279
470,salinas,36.6777,-121.6555,12.57,66,100,4.12,US,1675442343
471,bulawayo,-20.15,28.5833,21.83,68,95,1.18,ZW,1675442343
472,vanimo,-2.6741,141.3028,25.34,89,100,2.73,PG,1675442344
473,carauari,-4.8828,-66.8958,25.59,82,100,1.16,BR,1675442344
474,teya,60.3778,92.6267,-20.03,100,100,1.24,RU,1675442344
475,srandakan,-7.9386,110.2506,25.77,87,100,4.17,ID,1675442345
476,nata,8.3333,-80.5167,30.93,44,12,6.83,PA,1675442346
477,kudahuvadhoo,2.6708,72.8944,26.64,69,100,6.02,MV,1675442346
478,uyemskiy,64.4743,40.8524,-3.97,100,75,2.0,RU,1675442347
479,kiomboi,-4.2667,34.3667,17.91,85,100,1.89,TZ,1675442347
480,trairi,-3.2778,-39.2689,30.19,59,100,6.34,BR,1675442286
481,lasa,46.6166,10.7002,7.49,74,69,4.32,IT,1675442348
482,hofn,64.2539,-15.2082,1.01,86,100,6.17,IS,1675442348
483,kurdzhinovo,43.9884,40.9552,-1.52,63,96,2.86,RU,1675442349
484,adre,13.4667,22.2,25.81,13,21,4.69,TD,1675442349
485,alirajpur,22.3031,74.3546,20.72,17,2,1.28,IN,1675442350
486,guarapari,-20.6667,-40.4975,32.16,61,0,6.81,BR,1675442350
487,wanning,18.8003,110.3967,21.97,94,99,2.79,CN,1675442270
488,hirara,24.8,125.2833,18.18,75,100,6.69,JP,1675442351
489,rio gallegos,-51.6226,-69.2181,27.03,24,75,4.63,AR,1675442352
490,marsh harbour,26.5412,-77.0636,25.33,71,0,7.11,BS,1675442352
491,aklavik,68.2191,-135.0107,-37.0,74,75,1.54,CA,1675442268
492,mitchell,43.7094,-98.0298,-15.5,70,100,8.75,US,1675442353
493,maldonado,-34.6667,-54.9167,24.66,82,85,7.57,UY,1675442354
494,lucea,18.451,-78.1736,27.14,66,10,5.49,JM,1675442355
495,jinka,5.65,36.65,22.56,38,60,0.84,ET,1675442356
496,yangambi,0.8102,24.4336,24.9,66,71,1.29,CD,1675442357
497,pitimbu,-7.4706,-34.8086,31.33,60,89,5.99,BR,1675442357
498,llangefni,53.2556,-4.3106,11.48,90,75,5.14,GB,1675442358
499,puerto carreno,6.189,-67.4859,30.99,55,20,4.12,CO,1675442358
500,brynmawr,51.8,-3.1833,9.38,82,39,4.67,GB,1675442359
501,bani walid,31.7566,13.9942,13.58,46,36,4.56,LY,1675442359
502,kyaikkami,16.08,97.5675,26.11,71,69,2.6,MM,1675442360
503,veraval,20.9,70.3667,22.03,50,1,3.31,IN,1675442360
504,xifeng,42.7372,124.7222,-13.62,88,44,1.52,CN,1675442361
505,asau,46.4333,26.4,-1.49,91,92,2.1,RO,1675442362
506,jalu,29.0331,21.5482,14.8,38,90,2.78,LY,1675442363
507,port hedland,-20.3167,118.5667,30.03,79,40,3.09,AU,1675442364
508,luxor,25.6989,32.6421,18.03,24,0,1.03,EG,1675442365
509,plettenberg bay,-34.0527,23.3716,20.06,80,11,3.95,ZA,1675442365
510,tomatlan,19.9333,-105.25,30.67,28,0,1.93,MX,1675442366
511,onega,63.9061,38.1404,-9.02,98,99,1.81,RU,1675442367
512,kruisfontein,-34.0033,24.7314,20.75,71,5,5.88,ZA,1675442367
513,cockburn town,21.4612,-71.1419,25.24,74,74,8.27,TC,1675442299
514,kaduna,10.5222,7.4383,33.79,10,37,4.25,NG,1675442368
515,seoul,37.5683,126.9778,-3.31,72,0,1.54,KR,1675442241
516,aranos,-24.1333,19.1167,29.97,34,100,1.94,NA,1675442369
517,tura,25.5198,90.2201,16.08,49,3,0.62,IN,1675442369
518,tadpatri,14.9167,78.0167,24.39,55,0,3.56,IN,1675442370
519,srednekolymsk,67.45,153.6833,-28.44,98,100,2.16,RU,1675442370
520,asyut,27.181,31.1837,17.1,34,0,3.86,EG,1675442371
521,marsa matruh,31.3525,27.2453,16.11,51,40,6.17,EG,1675442371
522,fairbanks,64.8378,-147.7164,-14.02,85,100,0.0,US,1675442205
523,nipawin,53.3668,-104.0009,-15.98,72,100,8.75,CA,1675442372
524,pakxan,18.3778,103.6601,24.31,65,90,1.1,LA,1675442372
525,coxim,-18.5067,-54.76,30.52,62,99,4.71,BR,1675442373
526,volchanets,42.9131,132.7469,-11.02,67,84,2.32,RU,1675442373
527,indianola,41.3581,-93.5574,-14.73,59,57,0.89,US,1675442374
528,mahon,39.8885,4.2658,12.31,62,0,5.14,ES,1675442199
529,sao jose da coroa grande,-8.8978,-35.1478,29.32,57,66,4.99,BR,1675442375
530,price,39.5994,-110.8107,-5.41,63,0,1.54,US,1675442077
531,salym,60.0625,71.4789,-17.58,99,87,1.83,RU,1675442376
532,itaituba,-4.2761,-55.9836,31.09,66,75,0.0,BR,1675442377
533,dingli,35.8614,14.3822,13.09,67,20,2.06,MT,1675442377
534,shache,38.4167,77.2406,-5.53,92,24,2.56,CN,1675442378
535,san blas,21.5167,-105.2667,22.94,35,4,0.86,MX,1675442378
536,sao filipe,14.8961,-24.4956,21.99,72,84,4.92,CV,1675442379
537,acarau,-2.8856,-40.12,30.07,61,99,7.74,BR,1675442379
538,ellisras,-23.6649,27.7443,25.45,60,75,2.85,ZA,1675442380
539,fukuma,33.7667,130.4667,5.08,61,72,4.84,JP,1675442380
540,monte patria,-30.6919,-70.9467,29.68,38,0,3.99,CL,1675442381
541,christchurch,-43.5333,172.6333,19.97,69,0,1.54,NZ,1675442381
542,nelson bay,-32.7167,152.15,21.67,85,1,3.13,AU,1675442382
543,upington,-28.4478,21.2561,37.21,12,20,3.6,ZA,1675442096
544,dunedin,-45.8742,170.5036,18.78,83,33,0.38,NZ,1675442382
545,ryotsu,38.0833,138.4333,1.52,63,78,2.53,JP,1675442383
546,bilibino,68.0546,166.4372,-24.36,100,52,2.39,RU,1675442383
547,kirksville,40.1948,-92.5833,-11.34,47,0,2.06,US,1675442384
548,chuncheng,22.1731,111.7886,19.11,83,100,1.18,CN,1675442384
549,ust-maya,60.4167,134.5333,-38.55,100,97,1.1,RU,1675442385
550,abbeville,50.1,1.8333,10.7,94,62,4.86,FR,1675442385
551,egvekinot,66.3167,-179.1667,-26.57,86,10,7.35,RU,1675442386
552,itaperucu,-25.22,-49.3478,24.67,85,99,3.09,BR,1675442386
553,leshukonskoye,64.8989,45.7622,-13.26,100,100,0.75,RU,1675442387
554,half moon bay,37.4636,-122.4286,10.62,93,100,5.66,US,1675442258
555,orcotuna,-11.9667,-75.3333,14.65,58,93,1.54,PE,1675442388
556,saint-augustin,51.226,-58.6502,-1.92,97,100,10.47,CA,1675442300
557,skovorodino,53.9833,123.9167,-31.0,100,89,0.71,RU,1675442389
558,morehead,37.2711,-87.1764,-3.34,58,0,3.09,US,1675442389
